Store,Month,Day,Slot,Estimated Cleaning Time (minutes),Frequency
1849,3,Tuesday,4 hours,160,Bi-monthly
1233,3,Wednesday,4 hours,183,Bi-monthly
1128,3,Thursday,4 hours,139,Bi-monthly
1626,3,Friday,4 hours,150,Bi-monthly
1179,3,Monday,4 hours,196,Bi-monthly
1624,3,Tuesday,4 hours,135,Bi-monthly
1234,3,Wednesday,4 hours,116,Bi-monthly
1946,3,Thursday,4 hours,233,Bi-monthly
1628,3,Friday,4 hours,157,Bi-monthly
1602,3,Monday,4 hours,95,Bi-monthly
2059,3,Monday,4 hours,139,Bi-monthly
34,3,Tuesday,4 hours,158,Monthly
275,3,Wednesday,4 hours,270,Monthly
1343,3,Thursday,4 hours,127,Bi-monthly
1026,3,Friday,4 hours,149,Bi-monthly
1032,3,Monday,4 hours,243,Bi-monthly
1408,3,Tuesday,4 hours,150,Bi-monthly
1648,3,Wednesday,4 hours,114,Bi-monthly
533,3,Wednesday,4 hours,79,Monthly
729,3,Thursday,4 hours,130,Bi-monthly
1063,3,Friday,4 hours,175,Monthly
756,3,Monday,4 hours,234,Monthly
2060,3,Tuesday,4 hours,145,Bi-monthly
1422,3,Wednesday,4 hours,162,Bi-monthly
1665,3,Thursday,4 hours,208,Bi-monthly
1462,3,Friday,4 hours,156,Bi-monthly
1729,3,Monday,4 hours,264,Bi-monthly
1675,3,Tuesday,4 hours,210,Bi-monthly
1546,3,Wednesday,4 hours,130,Bi-monthly
821,3,Thursday,4 hours,206,Monthly
1640,3,Friday,4 hours,148,Bi-monthly
570,3,Monday,4 hours,311,Monthly
564,3,Tuesday,4 hours,212,Monthly
1357,3,Wednesday,4 hours,107,Bi-monthly
1476,3,Wednesday,4 hours,119,Bi-monthly
1904,3,Thursday,4 hours,206,Bi-monthly
1605,3,Friday,4 hours,215,Bi-monthly
274,3,Monday,4 hours,177,Monthly
432,3,Tuesday,4 hours,157,Bi-monthly
1831,3,Wednesday,4 hours,156,Monthly
815,3,Thursday,4 hours,241,Monthly
1783,3,Friday,4 hours,143,Bi-monthly
1683,3,Monday,4 hours,154,Bi-monthly
2020,3,Tuesday,4 hours,148,Bi-monthly
1356,3,Wednesday,4 hours,124,Bi-monthly
1759,3,Thursday,4 hours,178,Bi-monthly
1951,3,Friday,4 hours,152,Bi-monthly
757,3,Monday,4 hours,129,Bi-monthly
1495,3,Tuesday,4 hours,241,Bi-monthly
242,3,Wednesday,4 hours,166,Monthly
1601,3,Thursday,4 hours,136,Bi-monthly
1536,3,Friday,4 hours,162,Bi-monthly
944,3,Monday,4 hours,342,Bi-monthly
1522,3,Tuesday,4 hours,201,Bi-monthly
1489,3,Wednesday,4 hours,154,Bi-monthly
1430,3,Thursday,4 hours,186,Bi-monthly
1984,3,Friday,4 hours,258,Monthly
1677,3,Monday,4 hours,195,Bi-monthly
1950,3,Tuesday,4 hours,198,Monthly
1428,3,Wednesday,4 hours,212,Bi-monthly
1651,3,Thursday,4 hours,230,Bi-monthly
221,3,Friday,4 hours,147,Bi-monthly
775,3,Monday,4 hours,371,Monthly
1451,3,Tuesday,4 hours,303,Bi-monthly
1453,3,Wednesday,4 hours,147,Bi-monthly
1714,3,Thursday,4 hours,122,Bi-monthly
391,3,Friday,4 hours,230,Monthly
1372,3,Monday,4 hours,206,Bi-monthly
519,3,Tuesday,4 hours,167,Bi-monthly
1437,3,Wednesday,4 hours,122,Bi-monthly
1155,3,Thursday,4 hours,159,Bi-monthly
1215,3,Friday,4 hours,144,Bi-monthly
721,3,Monday,4 hours,159,Bi-monthly
964,3,Tuesday,4 hours,273,Bi-monthly
1581,3,Wednesday,4 hours,226,Monthly
1634,3,Thursday,4 hours,111,Bi-monthly
1695,3,Friday,4 hours,160,Bi-monthly
1921,3,Monday,4 hours,162,Bi-monthly
1262,3,Tuesday,4 hours,200,Bi-monthly
1274,3,Wednesday,4 hours,120,Bi-monthly
1510,3,Thursday,4 hours,148,Bi-monthly
1113,3,Friday,4 hours,162,Bi-monthly
1613,3,Monday,4 hours,258,Monthly
1661,3,Tuesday,4 hours,117,Bi-monthly
1793,3,Wednesday,4 hours,175,Bi-monthly
1503,3,Thursday,4 hours,208,Bi-monthly
1901,3,Friday,4 hours,175,Bi-monthly
1450,3,Monday,4 hours,189,Bi-monthly
1559,3,Tuesday,4 hours,172,Bi-monthly
1081,3,Wednesday,4 hours,190,Bi-monthly
1136,3,Thursday,4 hours,130,Bi-monthly
1797,3,Friday,4 hours,151,Bi-monthly
1513,3,Monday,4 hours,137,Bi-monthly
1709,3,Tuesday,4 hours,167,Bi-monthly
2047,3,Wednesday,4 hours,167,Monthly
133,3,Thursday,4 hours,150,Bi-monthly
1767,3,Friday,4 hours,139,Bi-monthly
684,3,Monday,4 hours,143,Bi-monthly
1265,3,Tuesday,4 hours,196,Bi-monthly
1530,3,Wednesday,4 hours,204,Bi-monthly
1568,3,Thursday,4 hours,142,Bi-monthly
2052,3,Friday,4 hours,190,Bi-monthly
1898,3,Monday,4 hours,157,Bi-monthly
1595,3,Tuesday,4 hours,434,Bi-monthly
1732,3,Wednesday,4 hours,169,Bi-monthly
1827,3,Thursday,4 hours,146,Bi-monthly
2048,3,Friday,4 hours,158,Bi-monthly
1537,3,Monday,4 hours,129,Bi-monthly
1887,3,Tuesday,4 hours,271,Bi-monthly
1861,3,Wednesday,4 hours,265,Bi-monthly
1622,3,Thursday,4 hours,135,Bi-monthly
459,3,Friday,4 hours,169,Bi-monthly
160,3,Monday,4 hours,161,Bi-monthly
1455,3,Tuesday,4 hours,141,Bi-monthly
1480,3,Wednesday,4 hours,130,Bi-monthly
1742,3,Thursday,4 hours,178,Bi-monthly
1092,3,Friday,4 hours,159,Bi-monthly
1606,3,Monday,4 hours,148,Bi-monthly
1514,3,Tuesday,4 hours,193,Bi-monthly
1119,3,Wednesday,4 hours,157,Bi-monthly
1567,3,Thursday,4 hours,178,Bi-monthly
1721,3,Friday,4 hours,151,Bi-monthly
1852,3,Monday,4 hours,208,Bi-monthly
1388,3,Tuesday,4 hours,194,Bi-monthly
1953,3,Wednesday,4 hours,203,Bi-monthly
1620,3,Thursday,4 hours,147,Bi-monthly
19,3,Friday,4 hours,146,Bi-monthly
1700,3,Monday,4 hours,170,Bi-monthly
1699,3,Tuesday,4 hours,140,Bi-monthly
1905,3,Wednesday,4 hours,227,Bi-monthly
63,3,Thursday,4 hours,179,Bi-monthly
1341,3,Friday,4 hours,158,Bi-monthly
1447,3,Monday,4 hours,176,Bi-monthly
1586,3,Tuesday,4 hours,187,Bi-monthly
1493,3,Wednesday,4 hours,151,Bi-monthly
1745,3,Thursday,4 hours,176,Bi-monthly
1501,3,Friday,4 hours,233,Bi-monthly
2024,3,Monday,4 hours,160,Bi-monthly
1587,3,Tuesday,4 hours,197,Bi-monthly
1809,3,Wednesday,4 hours,184,Bi-monthly
1386,3,Thursday,4 hours,159,Bi-monthly
1855,3,Friday,4 hours,197,Bi-monthly
1497,3,Monday,4 hours,160,Bi-monthly
1751,3,Tuesday,4 hours,398,Monthly
407,3,Wednesday,4 hours,209,Bi-monthly
1519,3,Thursday,4 hours,204,Bi-monthly
1552,3,Friday,4 hours,269,Monthly
1668,3,Monday,4 hours,217,Bi-monthly
1941,3,Tuesday,4 hours,279,Monthly
1757,3,Wednesday,4 hours,251,Bi-monthly
1825,3,Thursday,4 hours,269,Bi-monthly
1545,3,Friday,4 hours,179,Bi-monthly
1617,3,Monday,4 hours,164,Bi-monthly
1869,3,Tuesday,4 hours,184,Bi-monthly
1643,3,Wednesday,4 hours,187,Bi-monthly
1173,3,Thursday,4 hours,210,Bi-monthly
455,3,Friday,4 hours,191,Bi-monthly
1903,3,Monday,4 hours,185,Bi-monthly
1041,3,Tuesday,4 hours,130,Bi-monthly
928,3,Wednesday,4 hours,170,Bi-monthly
1429,3,Thursday,4 hours,168,Bi-monthly
1553,3,Friday,4 hours,339,Monthly
759,3,Monday,4 hours,189,Bi-monthly
134,3,Tuesday,4 hours,252,Monthly
934,3,Wednesday,4 hours,181,Bi-monthly
1129,3,Thursday,4 hours,201,Bi-monthly
1747,3,Friday,4 hours,217,Bi-monthly
558,3,Monday,4 hours,204,Bi-monthly
1686,3,Tuesday,4 hours,358,Monthly
1891,3,Wednesday,4 hours,153,Bi-monthly
634,3,Thursday,4 hours,215,Bi-monthly
948,3,Friday,4 hours,204,Bi-monthly
1877,3,Monday,4 hours,383,Bi-monthly
536,3,Tuesday,4 hours,187,Bi-monthly
1974,3,Wednesday,4 hours,163,Bi-monthly
1717,3,Thursday,4 hours,172,Bi-monthly
1000,3,Friday,4 hours,218,Monthly
1482,3,Monday,4 hours,183,Bi-monthly
2055,3,Tuesday,4 hours,181,Bi-monthly
1978,3,Wednesday,4 hours,248,Bi-monthly
1633,3,Thursday,4 hours,165,Bi-monthly
2094,3,Friday,4 hours,191,Monthly
1650,3,Monday,4 hours,151,Bi-monthly
1344,3,Tuesday,4 hours,162,Bi-monthly
2009,3,Wednesday,4 hours,187,Monthly
1743,3,Thursday,4 hours,230,Bi-monthly
1886,3,Friday,4 hours,190,Bi-monthly
599,3,Monday,4 hours,246,Monthly
2027,3,Tuesday,4 hours,186,Bi-monthly
1596,3,Wednesday,4 hours,156,Bi-monthly
1054,3,Thursday,4 hours,182,Bi-monthly
1652,3,Friday,4 hours,254,Bi-monthly
1835,3,Monday,4 hours,192,Bi-monthly
1116,3,Tuesday,4 hours,186,Bi-monthly
1680,3,Wednesday,4 hours,221,Bi-monthly
1251,3,Thursday,4 hours,195,Bi-monthly
1481,3,Friday,4 hours,186,Bi-monthly
1703,3,Monday,4 hours,192,Bi-monthly
1749,3,Tuesday,4 hours,283,Monthly
1250,3,Wednesday,4 hours,290,Bi-monthly
1730,3,Thursday,4 hours,361,Bi-monthly
1323,3,Friday,4 hours,156,Bi-monthly
1186,3,Monday,4 hours,215,Bi-monthly
1572,3,Tuesday,4 hours,257,Bi-monthly
980,3,Wednesday,4 hours,179,Bi-monthly
1598,3,Thursday,4 hours,268,Bi-monthly
1591,3,Friday,4 hours,215,Monthly
1649,3,Monday,4 hours,253,Bi-monthly
517,3,Tuesday,4 hours,235,Monthly
1588,3,Wednesday,4 hours,230,Bi-monthly
1712,3,Thursday,4 hours,256,Bi-monthly
1492,3,Friday,4 hours,181,Bi-monthly
615,3,Monday,4 hours,387,Monthly
75,3,Tuesday,4 hours,198,Monthly
1792,3,Wednesday,4 hours,310,Bi-monthly
831,3,Thursday,4 hours,160,Bi-monthly
1738,3,Friday,4 hours,286,Bi-monthly
1579,3,Monday,4 hours,229,Bi-monthly
35,3,Tuesday,4 hours,320,Bi-monthly
1735,3,Wednesday,4 hours,204,Bi-monthly
1816,3,Thursday,4 hours,249,Bi-monthly
1646,3,Friday,4 hours,230,Bi-monthly
1555,3,Monday,4 hours,272,Monthly
1058,3,Tuesday,4 hours,200,Bi-monthly
1674,3,Wednesday,4 hours,228,Bi-monthly
1614,3,Thursday,4 hours,226,Bi-monthly
1748,3,Friday,4 hours,200,Bi-monthly
1959,3,Monday,4 hours,218,Bi-monthly
1435,3,Tuesday,4 hours,186,Bi-monthly
843,3,Wednesday,4 hours,230,Bi-monthly
1022,3,Thursday,4 hours,197,Monthly
1830,3,Friday,4 hours,201,Bi-monthly
1021,3,Monday,4 hours,232,Bi-monthly
1880,3,Tuesday,4 hours,216,Bi-monthly
1684,3,Wednesday,4 hours,308,Bi-monthly
2017,3,Thursday,4 hours,242,Bi-monthly
1819,3,Friday,4 hours,254,Bi-monthly
971,3,Monday,4 hours,210,Bi-monthly
199,3,Tuesday,4 hours,224,Bi-monthly
1062,3,Wednesday,4 hours,329,Monthly
1669,3,Thursday,4 hours,224,Bi-monthly
1822,3,Friday,4 hours,201,Bi-monthly
1638,3,Monday,4 hours,234,Bi-monthly
1456,3,Tuesday,4 hours,289,Bi-monthly
1728,3,Wednesday,4 hours,208,Bi-monthly
1540,3,Thursday,4 hours,300,Bi-monthly
1789,3,Friday,4 hours,235,Monthly
1138,3,Monday,4 hours,240,Monthly
1860,3,Tuesday,4 hours,220,Bi-monthly
1542,3,Wednesday,4 hours,308,Bi-monthly
319,3,Thursday,4 hours,325,Monthly
2074,3,Friday,4 hours,232,Monthly
1884,3,Monday,4 hours,221,Monthly
1960,3,Tuesday,4 hours,315,Monthly
1305,3,Wednesday,4 hours,259,Bi-monthly
1541,3,Thursday,4 hours,320,Bi-monthly
1756,4,Thursday,4 hours,69,Monthly
1848,4,Friday,4 hours,253,Monthly
2128,4,Monday,4 hours,163,Quarterly
1200,4,Tuesday,4 hours,192,Monthly
1397,4,Wednesday,4 hours,140,Monthly
1558,4,Thursday,4 hours,248,Monthly
1707,4,Friday,4 hours,217,Monthly
1776,4,Monday,4 hours,194,Monthly
2011,4,Tuesday,4 hours,159,Monthly
2080,4,Wednesday,4 hours,150,Monthly
1775,4,Thursday,4 hours,155,Monthly
2081,4,Thursday,4 hours,0,Monthly
2106,4,Friday,4 hours,131,Monthly
2014,4,Friday,4 hours,0,Quarterly
1145,4,Monday,4 hours,284,Monthly
1740,4,Tuesday,4 hours,110,Monthly
1976,4,Wednesday,4 hours,168,Monthly
1042,4,Thursday,4 hours,148,Monthly
1985,4,Friday,4 hours,309,Monthly
1694,4,Monday,4 hours,7,Quarterly
1338,4,Monday,4 hours,98,Monthly
1971,4,Tuesday,4 hours,257,Monthly
1354,4,Wednesday,4 hours,116,Monthly
1828,4,Thursday,4 hours,128,Monthly
1387,4,Friday,4 hours,130,Monthly
1670,4,Monday,4 hours,149,Monthly
1398,4,Monday,4 hours,41,Quarterly
1910,4,Tuesday,4 hours,265,Monthly
1875,4,Wednesday,4 hours,18,Quarterly
409,4,Wednesday,4 hours,221,Monthly
2058,4,Thursday,4 hours,336,Monthly
1846,4,Friday,4 hours,121,Monthly
1124,4,Monday,4 hours,348,Monthly
1244,4,Tuesday,4 hours,86,Monthly
1380,4,Wednesday,4 hours,327,Monthly
1790,4,Thursday,4 hours,85,Quarterly
1329,4,Thursday,4 hours,92,Monthly
1319,4,Thursday,4 hours,63,Quarterly
710,4,Friday,4 hours,62,Quarterly
1866,4,Monday,4 hours,252,Monthly
1843,4,Tuesday,4 hours,59,Quarterly
1292,4,Tuesday,4 hours,83,Quarterly
1561,4,Tuesday,4 hours,94,Monthly
485,4,Wednesday,4 hours,176,Monthly
1844,4,Thursday,4 hours,129,Monthly
749,4,Thursday,4 hours,94,Monthly
929,4,Friday,4 hours,56,Quarterly
690,4,Friday,4 hours,148,Monthly
1376,4,Monday,4 hours,365,Monthly
1679,4,Tuesday,4 hours,60,Quarterly
1902,4,Tuesday,4 hours,164,Quarterly
1608,4,Wednesday,4 hours,65,Quarterly
1003,4,Wednesday,4 hours,85,Quarterly
2073,4,Thursday,4 hours,155,Quarterly
1685,4,Thursday,4 hours,35,Quarterly
1148,4,Friday,4 hours,155,Monthly
1299,4,Monday,4 hours,170,Monthly
403,4,Tuesday,4 hours,164,Monthly
1847,4,Wednesday,4 hours,96,Quarterly
349,4,Wednesday,4 hours,105,Quarterly
1231,4,Wednesday,4 hours,39,Quarterly
38,4,Thursday,4 hours,87,Quarterly
1439,4,Thursday,4 hours,76,Quarterly
1870,4,Friday,4 hours,119,Quarterly
768,4,Monday,4 hours,247,Monthly
1768,4,Tuesday,4 hours,135,Quarterly
1132,4,Wednesday,4 hours,152,Monthly
1977,4,Wednesday,4 hours,40,Monthly
1645,4,Thursday,4 hours,87,Quarterly
1467,4,Friday,4 hours,159,Monthly
1719,4,Monday,4 hours,187,Quarterly
448,4,Tuesday,4 hours,108,Quarterly
739,4,Wednesday,4 hours,138,Quarterly
1007,4,Thursday,4 hours,117,Quarterly
592,4,Thursday,4 hours,94,Quarterly
523,4,Friday,4 hours,72,Quarterly
1463,4,Friday,4 hours,94,Monthly
1654,4,Friday,4 hours,74,Quarterly
386,4,Monday,4 hours,211,Monthly
1353,4,Tuesday,4 hours,126,Quarterly
550,4,Tuesday,4 hours,80,Quarterly
568,4,Wednesday,4 hours,142,Quarterly
1164,4,Thursday,4 hours,202,Monthly
1845,4,Friday,4 hours,105,Quarterly
1922,4,Monday,4 hours,289,Monthly
805,4,Tuesday,4 hours,75,Monthly
1333,4,Tuesday,4 hours,96,Quarterly
703,4,Wednesday,4 hours,80,Quarterly
832,4,Wednesday,4 hours,76,Quarterly
818,4,Thursday,4 hours,137,Quarterly
1526,4,Thursday,4 hours,46,Quarterly
516,4,Friday,4 hours,100,Quarterly
113,4,Friday,4 hours,86,Quarterly
139,4,Monday,4 hours,88,Quarterly
1629,4,Monday,4 hours,127,Quarterly
687,4,Tuesday,4 hours,77,Quarterly
1969,4,Tuesday,4 hours,121,Monthly
1900,4,Wednesday,4 hours,335,Monthly
117,4,Thursday,4 hours,74,Quarterly
2035,4,Thursday,4 hours,115,Quarterly
513,4,Friday,4 hours,130,Quarterly
577,4,Monday,4 hours,150,Monthly
496,4,Tuesday,4 hours,107,Quarterly
1427,4,Tuesday,4 hours,119,Quarterly
683,4,Wednesday,4 hours,121,Quarterly
1713,4,Thursday,4 hours,225,Monthly
1907,4,Friday,4 hours,193,Monthly
282,4,Monday,4 hours,125,Quarterly
1556,4,Monday,4 hours,87,Quarterly
1337,4,Tuesday,4 hours,93,Quarterly
1426,4,Tuesday,4 hours,132,Quarterly
1525,4,Wednesday,4 hours,129,Monthly
1056,4,Wednesday,4 hours,93,Quarterly
1006,4,Thursday,4 hours,98,Quarterly
476,4,Thursday,4 hours,89,Quarterly
1486,4,Friday,4 hours,149,Monthly
416,4,Monday,4 hours,98,Quarterly
1895,4,Monday,4 hours,114,Quarterly
1278,4,Tuesday,4 hours,137,Quarterly
1444,4,Tuesday,4 hours,55,Monthly
1682,4,Wednesday,4 hours,149,Monthly
2049,4,Thursday,4 hours,101,Quarterly
162,4,Thursday,4 hours,99,Quarterly
1312,4,Friday,4 hours,124,Quarterly
1488,4,Monday,4 hours,136,Monthly
333,4,Tuesday,4 hours,158,Monthly
1371,4,Wednesday,4 hours,103,Quarterly
1117,4,Wednesday,4 hours,83,Quarterly
1702,4,Thursday,4 hours,81,Monthly
1020,4,Thursday,4 hours,112,Quarterly
1508,4,Friday,4 hours,126,Quarterly
1468,4,Friday,4 hours,85,Quarterly
1521,4,Monday,4 hours,174,Quarterly
10,4,Tuesday,4 hours,220,Monthly
581,4,Wednesday,4 hours,110,Quarterly
1177,4,Thursday,4 hours,137,Quarterly
1784,4,Thursday,4 hours,102,Quarterly
970,4,Friday,4 hours,145,Quarterly
933,4,Monday,4 hours,233,Monthly
1548,4,Tuesday,4 hours,173,Monthly
1612,4,Wednesday,4 hours,117,Quarterly
1001,4,Thursday,4 hours,158,Quarterly
837,4,Friday,4 hours,101,Quarterly
1550,4,Monday,4 hours,142,Quarterly
1803,4,Tuesday,4 hours,101,Quarterly
1436,4,Wednesday,4 hours,178,Quarterly
2030,4,Thursday,4 hours,224,Quarterly
1247,4,Friday,4 hours,139,Quarterly
308,4,Monday,4 hours,115,Monthly
671,4,Tuesday,4 hours,151,Monthly
1461,4,Wednesday,4 hours,198,Monthly
1373,4,Thursday,4 hours,190,Quarterly
1676,4,Friday,4 hours,132,Quarterly
1926,4,Monday,4 hours,112,Quarterly
691,4,Tuesday,4 hours,155,Quarterly
362,4,Wednesday,4 hours,132,Quarterly
1367,4,Thursday,4 hours,125,Monthly
1821,4,Friday,4 hours,157,Quarterly
1114,4,Monday,4 hours,98,Quarterly
664,4,Tuesday,4 hours,196,Monthly
1791,4,Wednesday,4 hours,284,Monthly
952,4,Thursday,4 hours,108,Quarterly
396,4,Friday,4 hours,256,Monthly
1459,4,Monday,4 hours,138,Quarterly
1382,4,Tuesday,4 hours,104,Quarterly
321,4,Tuesday,4 hours,119,Quarterly
1112,4,Wednesday,4 hours,122,Quarterly
774,4,Thursday,4 hours,140,Quarterly
1334,4,Friday,4 hours,103,Quarterly
521,4,Monday,4 hours,191,Monthly
1217,4,Tuesday,4 hours,139,Quarterly
1739,4,Wednesday,4 hours,122,Quarterly
1390,4,Thursday,4 hours,120,Quarterly
1952,4,Thursday,4 hours,119,Quarterly
279,4,Friday,4 hours,108,Monthly
1496,4,Friday,4 hours,124,Quarterly
1636,4,Monday,4 hours,120,Quarterly
67,4,Tuesday,4 hours,150,Quarterly
1554,4,Wednesday,4 hours,261,Monthly
1199,4,Thursday,4 hours,121,Quarterly
981,4,Thursday,4 hours,106,Monthly
1019,4,Friday,4 hours,147,Quarterly
1798,4,Friday,4 hours,85,Quarterly
2061,4,Monday,4 hours,136,Monthly
1351,4,Tuesday,4 hours,128,Quarterly
868,4,Wednesday,4 hours,320,Monthly
1987,4,Thursday,4 hours,172,Quarterly
1421,4,Friday,4 hours,130,Quarterly
1221,4,Monday,4 hours,159,Monthly
1060,4,Tuesday,4 hours,130,Quarterly
1773,4,Tuesday,4 hours,100,Quarterly
1658,4,Wednesday,4 hours,119,Quarterly
295,4,Wednesday,4 hours,109,Quarterly
427,4,Thursday,4 hours,133,Quarterly
1261,4,Friday,4 hours,154,Quarterly
1968,4,Monday,4 hours,123,Quarterly
1360,4,Tuesday,4 hours,134,Quarterly
1909,4,Wednesday,4 hours,181,Monthly
1996,4,Thursday,4 hours,139,Quarterly
1872,4,Friday,4 hours,232,Monthly
677,4,Monday,4 hours,95,Quarterly
358,4,Monday,4 hours,95,Quarterly
1494,4,Tuesday,4 hours,142,Quarterly
1782,4,Wednesday,4 hours,168,Quarterly
1259,4,Thursday,4 hours,120,Quarterly
706,4,Friday,4 hours,156,Quarterly
1002,4,Monday,4 hours,142,Quarterly
1036,4,Tuesday,4 hours,146,Monthly
652,4,Wednesday,4 hours,206,Monthly
1787,4,Thursday,4 hours,198,Monthly
1918,4,Friday,4 hours,185,Quarterly
2007,4,Monday,4 hours,147,Monthly
741,4,Tuesday,4 hours,129,Quarterly
696,4,Wednesday,4 hours,115,Quarterly
1681,4,Thursday,4 hours,170,Quarterly
2012,4,Friday,4 hours,149,Quarterly
1734,4,Monday,4 hours,106,Quarterly
2015,4,Tuesday,4 hours,155,Quarterly
1220,4,Wednesday,4 hours,114,Quarterly
281,4,Thursday,4 hours,139,Quarterly
1881,4,Friday,4 hours,156,Monthly
958,4,Monday,4 hours,144,Quarterly
1297,4,Tuesday,4 hours,118,Quarterly
1405,4,Wednesday,4 hours,125,Quarterly
827,4,Thursday,4 hours,197,Monthly
1028,4,Friday,4 hours,121,Quarterly
1932,4,Monday,4 hours,122,Quarterly
173,4,Tuesday,4 hours,162,Quarterly
1311,4,Wednesday,4 hours,146,Quarterly
844,4,Thursday,4 hours,121,Quarterly
602,4,Friday,4 hours,189,Monthly
877,4,Monday,4 hours,245,Monthly
1407,4,Tuesday,4 hours,112,Quarterly
1254,4,Tuesday,4 hours,116,Quarterly
1413,4,Wednesday,4 hours,118,Quarterly
578,4,Thursday,4 hours,233,Quarterly
1509,4,Friday,4 hours,211,Quarterly
2032,4,Monday,4 hours,130,Quarterly
1301,4,Monday,4 hours,106,Quarterly
1963,4,Tuesday,4 hours,119,Quarterly
1084,4,Wednesday,4 hours,148,Quarterly
424,4,Thursday,4 hours,138,Quarterly
1490,4,Friday,4 hours,114,Quarterly
1716,4,Monday,4 hours,200,Quarterly
1406,4,Tuesday,4 hours,133,Quarterly
1158,4,Wednesday,4 hours,125,Quarterly
1040,4,Thursday,4 hours,124,Quarterly
1625,4,Friday,4 hours,134,Quarterly
1878,4,Monday,4 hours,130,Quarterly
871,4,Tuesday,4 hours,129,Quarterly
1802,4,Wednesday,4 hours,161,Quarterly
34,4,Thursday,4 hours,158,Monthly
969,4,Friday,4 hours,112,Quarterly
275,4,Monday,4 hours,270,Monthly
1346,4,Tuesday,4 hours,141,Quarterly
533,4,Tuesday,4 hours,79,Monthly
1063,4,Wednesday,4 hours,175,Monthly
756,4,Thursday,4 hours,234,Monthly
420,4,Friday,4 hours,164,Quarterly
454,4,Monday,4 hours,116,Quarterly
1727,4,Tuesday,4 hours,167,Quarterly
1079,4,Wednesday,4 hours,127,Quarterly
1135,4,Thursday,4 hours,118,Quarterly
1349,4,Thursday,4 hours,116,Quarterly
1370,4,Friday,4 hours,142,Quarterly
419,4,Monday,4 hours,152,Quarterly
1162,4,Tuesday,4 hours,205,Quarterly
280,4,Wednesday,4 hours,112,Quarterly
821,4,Thursday,4 hours,206,Monthly
570,4,Friday,4 hours,311,Monthly
564,4,Monday,4 hours,212,Monthly
1157,4,Tuesday,4 hours,218,Quarterly
1805,4,Wednesday,4 hours,158,Quarterly
431,4,Thursday,4 hours,136,Quarterly
274,4,Friday,4 hours,177,Monthly
1033,4,Monday,4 hours,152,Quarterly
1228,4,Tuesday,4 hours,152,Quarterly
1831,4,Wednesday,4 hours,156,Monthly
815,4,Thursday,4 hours,241,Monthly
1332,4,Friday,4 hours,161,Quarterly
985,4,Monday,4 hours,142,Quarterly
1172,4,Tuesday,4 hours,121,Quarterly
1345,4,Wednesday,4 hours,150,Quarterly
654,4,Thursday,4 hours,130,Quarterly
1804,4,Friday,4 hours,166,Quarterly
242,4,Monday,4 hours,166,Monthly
1379,4,Tuesday,4 hours,130,Quarterly
1249,4,Wednesday,4 hours,158,Quarterly
1984,4,Thursday,4 hours,258,Monthly
1925,4,Friday,4 hours,200,Quarterly
794,4,Monday,4 hours,130,Quarterly
1104,4,Tuesday,4 hours,139,Quarterly
763,4,Wednesday,4 hours,145,Quarterly
1950,4,Thursday,4 hours,198,Monthly
1350,4,Friday,4 hours,189,Quarterly
1271,4,Monday,4 hours,199,Quarterly
775,4,Tuesday,4 hours,371,Monthly
391,4,Wednesday,4 hours,230,Monthly
1592,4,Thursday,4 hours,127,Quarterly
1295,4,Friday,4 hours,210,Quarterly
1599,4,Monday,4 hours,150,Quarterly
1581,4,Tuesday,4 hours,226,Monthly
1176,4,Wednesday,4 hours,134,Quarterly
1431,4,Thursday,4 hours,142,Quarterly
1915,4,Friday,4 hours,151,Quarterly
1073,4,Monday,4 hours,125,Quarterly
1613,4,Tuesday,4 hours,258,Monthly
2019,4,Wednesday,4 hours,88,Quarterly
2161,4,Thursday,4 hours,212,Quarterly
1074,4,Friday,4 hours,139,Quarterly
1836,4,Monday,4 hours,122,Quarterly
772,4,Tuesday,4 hours,151,Quarterly
1578,4,Wednesday,4 hours,137,Quarterly
1850,4,Thursday,4 hours,123,Quarterly
1609,4,Friday,4 hours,200,Quarterly
1889,4,Monday,4 hours,245,Quarterly
1718,4,Tuesday,4 hours,132,Quarterly
1264,4,Wednesday,4 hours,136,Quarterly
1920,4,Thursday,4 hours,127,Quarterly
421,4,Friday,4 hours,175,Quarterly
45,4,Monday,4 hours,212,Quarterly
1163,4,Tuesday,4 hours,157,Quarterly
2047,4,Wednesday,4 hours,167,Monthly
1103,4,Thursday,4 hours,134,Quarterly
1538,4,Friday,4 hours,259,Quarterly
1239,4,Monday,4 hours,148,Quarterly
1184,4,Tuesday,4 hours,168,Quarterly
1647,4,Wednesday,4 hours,144,Quarterly
1741,4,Thursday,4 hours,156,Quarterly
1443,4,Friday,4 hours,167,Quarterly
1753,4,Monday,4 hours,181,Quarterly
1374,4,Tuesday,4 hours,140,Quarterly
2072,4,Wednesday,4 hours,175,Quarterly
838,4,Thursday,4 hours,185,Quarterly
1291,4,Friday,4 hours,165,Quarterly
1764,4,Monday,4 hours,153,Quarterly
1994,4,Tuesday,4 hours,130,Quarterly
1840,4,Wednesday,4 hours,168,Quarterly
850,4,Thursday,4 hours,133,Quarterly
1454,4,Friday,4 hours,227,Quarterly
1547,4,Monday,4 hours,130,Quarterly
1457,4,Tuesday,4 hours,179,Quarterly
1075,4,Wednesday,4 hours,190,Quarterly
836,4,Thursday,4 hours,236,Quarterly
1788,4,Friday,4 hours,131,Quarterly
