,Region,Region Name,Store,Store Name,Store Postcode,Small Trolley,Large Trolley,Total Trolleys,Trolleys (Y/N),Handheld Basket,Rollable Basket,Total Baskets,Baskets (Y/N),Frequency of Basket Clean,Total per Annum,Latitude,Longitude,Estimated Cleaning Time,Cleaning Time
782,490,Motherwell,1034,Port Glasgow,PA14 5PE,20,90,110,Yes,0,60,60,Yes,Quarterly,4,55.9326331,-4.6803589,170.00,170
783,220,Runcorn,759,Southport,PR8 6RZ,31,80,111,Yes,0,78,78,Yes,Bi-monthly,6,53.642655,-3.0010324,189.00,189
784,250,Belvedere,134,LON-Clapham,SW11 2LG,67,44,111,Yes,46,110,156,Yes,Monthly,12,51.46487,-0.16629,251.66666666666666,252
785,260,Newton Aycliffe,934,HAR-Jesmond Gardens,TS24 8PJ,38,73,111,Yes,0,70,70,Yes,Bi-monthly,6,54.6963484,-1.228936,181.00,181
786,260,Newton Aycliffe,1129,Driffield,YO25 6TN,46,65,111,Yes,54,54,108,Yes,Bi-monthly,6,54.005463492857146,-0.440906979,201.00,201
787,260,Newton Aycliffe,1817,DRL-Faverdale,DL3 0PZ,36,75,111,Yes,0,56,56,Yes,Quarterly,4,54.5429,-1.57836,167.00,167
788,300,Bridgend,1018,NEA-Cadoxton Road,SA10 7AY,50,61,111,Yes,0,56,56,Yes,Quarterly,4,51.66797795,-3.80720175,167.00,167
789,340,Doncaster,1747,Rossington,DN11 0FA,42,69,111,Yes,0,106,106,Yes,Bi-monthly,6,53.4831999,-1.0930899,217.00,217
790,430,Exeter,1269,PLY-Woolwell,PL6 7FG,80,31,111,Yes,0,67,67,Yes,Quarterly,4,50.4353399,-4.10695,178.00,178
791,220,Runcorn,1544,Poulton,FY6 8JW,0,112,112,Yes,0,81,81,Yes,Quarterly,4,53.8442071,-2.9759703,193.00,193
792,220,Runcorn,1800,WRX-Bodhyfryd,LL12 7BW,50,62,112,Yes,0,32,32,Yes,Quarterly,4,53.0493168,-2.9899186,144.00,144
793,300,Bridgend,1434,Pontypridd,CF37 1HF,54,58,112,Yes,0,57,57,Yes,Quarterly,4,51.60237116666667,-3.346632067,169.00,169
794,320,Southampton,558,Horley,RH6 7AB,36,76,112,Yes,70,45,115,Yes,Bi-monthly,6,51.1722568,-0.1646552,203.66666666666669,204
795,320,Southampton,1686,SOU-Villiers Road,SO15 3JG,20,92,112,Yes,97,181,278,Yes,Monthly,12,50.9200239,-1.4313678,357.6666666666667,358
796,360,Wednesbury,1891,BIR-Hamstead,B42 1DT,62,50,112,Yes,0,41,41,Yes,Bi-monthly,6,52.52969175,-1.9278486,153.00,153
797,360,Wednesbury,1611,SHR-Oteley Road,SY2 6ST,33,79,112,Yes,0,80,80,Yes,Quarterly,4,52.6886159,-2.7493565,192.00,192
798,430,Exeter,1706,BAR-Gratton Way,EX31 3NL,57,55,112,Yes,0,85,85,Yes,Quarterly,4,51.0654147,-4.082408,197.00,197
799,590,Peterborough,1273,Fakenham,NR21 8JG,60,52,112,Yes,46,0,46,Yes,Quarterly,4,52.83620453333333,0.8632442333333334,142.66666666666666,143
800,250,Belvedere,634,LON-Tooting,SW17 9HW,38,75,113,Yes,0,102,102,Yes,Bi-monthly,6,51.4196551,-0.1637846,215.00,215
801,430,Exeter,948,Saltash,PL12 6TW,45,68,113,Yes,0,91,91,Yes,Bi-monthly,6,50.4170421,-4.2336677,204.00,204
802,460,Avonmouth,1877,BRS-Longwell Green,BS30 7TX,51,62,113,Yes,63,228,291,Yes,Bi-monthly,6,51.4611,-2.4634,383.00,383
803,490,Motherwell,435,Uddingston,G71 7HA,52,61,113,Yes,0,111,111,Yes,Quarterly,4,55.8141867,-4.0784631,224.00,224
804,490,Motherwell,2038,Lanark,ML11 7LQ,56,57,113,Yes,0,74,74,Yes,Quarterly,4,55.67198145,-3.7693088,187.00,187
805,590,Peterborough,927,Stowmarket,IP14 1JF,31,82,113,Yes,70,0,70,Yes,Quarterly,4,52.19427388,0.9933894,159.66666666666669,160
806,340,Doncaster,1820,Beverley,HU17 OXL,47,67,114,Yes,0,78,78,Yes,Quarterly,4,53.8429,-0.4277,192.00,192
807,430,Exeter,1385,Honiton,EX14 1SG,71,43,114,Yes,0,66,66,Yes,Quarterly,4,50.79356,-3.2048199,180.00,180
808,590,Peterborough,1970,NOR-Poppy Way,NR13 5HB,74,40,114,Yes,54,0,54,Yes,Quarterly,4,52.62866103,1.3835792,150.00,150
809,250,Belvedere,1412,Dorking,RH4 3JD,50,65,115,Yes,0,98,98,Yes,Quarterly,4,51.2290584,-0.3381029,213.00,213
810,290,Enfield,1174,Waltham Abbey,EN9 1JD,30,85,115,Yes,0,44,44,Yes,Quarterly,4,51.6832462,0.0008786,159.00,159
811,300,Bridgend,1375,Ammanford,SA18 2LS,50,65,115,Yes,0,48,48,Yes,Quarterly,4,51.791731985714286,-3.9836471,163.00,163
812,430,Exeter,536,PLY-Plymstock,PL9 9BU,61,54,115,Yes,0,72,72,Yes,Bi-monthly,6,50.36066803333333,-4.089407567,187.00,187
813,430,Exeter,1974,TAU-Roman Road,TA1 2BD,81,34,115,Yes,0,48,48,Yes,Bi-monthly,6,51.01906902,-3.083288915,163.00,163
814,590,Peterborough,742,Stamford,PE9 1UG,57,58,115,Yes,69,0,69,Yes,Quarterly,4,52.66244655,-0.46483055,161.00,161
815,220,Runcorn,1656,Llangefni,LL77 7JH,54,62,116,Yes,0,59,59,Yes,Quarterly,4,53.25368,-4.30755,175.00,175
816,260,Newton Aycliffe,945,CRL-Charlotte Street,CA2 5BT,37,79,116,Yes,33,79,112,Yes,Quarterly,4,54.89100325,-2.93954485,217.00,217
817,300,Bridgend,1717,GLO-Mercia Road,GL1 2SQ,34,82,116,Yes,38,31,69,Yes,Bi-monthly,6,51.8720711,-2.246260567,172.33333333333334,172
818,320,Southampton,951,IOW-Shanklin,PO37 7HZ,46,70,116,Yes,0,96,96,Yes,Quarterly,4,50.6348461,-1.180878267,212.00,212
819,490,Motherwell,1000,EDI-Haymarket,EH11 2EF,60,56,116,Yes,0,102,102,Yes,Monthly,12,55.941384,-3.2218045,218.00,218
820,590,Peterborough,1482,Grantham,NG31 6NS,75,41,116,Yes,100,0,100,Yes,Bi-monthly,6,52.91389651666667,-0.643581067,182.66666666666669,183
821,590,Peterborough,2055,IPS-Crane Boulevard,IP3 9SP,67,49,116,Yes,97,0,97,Yes,Bi-monthly,6,52.031711,1.2023266,180.66666666666669,181
822,220,Runcorn,1342,Mold,CH7 1BL,52,65,117,Yes,0,76,76,Yes,Quarterly,4,53.1711503,-3.1401051,193.00,193
823,250,Belvedere,1978,LON-Ashford,TW15 3DT,48,69,117,Yes,106,60,166,Yes,Bi-monthly,6,51.4365419,-0.4697525,247.66666666666666,248
824,300,Bridgend,1147,Ystrad Mynach,CF82 8AA,47,70,117,Yes,0,42,42,Yes,Quarterly,4,51.64202457777778,-3.233606144,159.00,159
825,360,Wednesbury,1535,Swadlincote,DE11 8JU,36,81,117,Yes,0,60,60,Yes,Quarterly,4,52.77498043461539,-1.555139046,177.00,177
826,360,Wednesbury,1633,STP-Hempshaw Lane,SK1 4LG,44,73,117,Yes,0,48,48,Yes,Bi-monthly,6,53.4017147,-2.151224845,165.00,165
827,430,Exeter,402,Wadebridge,PL27 7AL,63,54,117,Yes,0,66,66,Yes,Quarterly,4,50.51846623,-4.838122525,183.00,183
828,590,Peterborough,2094,IPS-Anglia Retail Park,IP1 5QP,58,59,117,Yes,111,0,111,Yes,Monthly,12,52.08450297142857,1.1176305928571428,191.00,191
829,310,Northfleet,1650,Dover,CT16 3FH,54,64,118,Yes,50,0,50,Yes,Bi-monthly,6,51.151636,1.3072304,151.33333333333334,151
830,320,Southampton,1344,Littlehampton,BN17 5AX,30,88,118,Yes,0,44,44,Yes,Bi-monthly,6,50.8078004,-0.543113,162.00,162
831,590,Peterborough,1235,Wisbech,PE14 0RG,66,52,118,Yes,51,0,51,Yes,Quarterly,4,52.65242583333333,0.1439718333333333,152.00,152
832,590,Peterborough,2009,Downham Market,PE38 9LJ,59,59,118,Yes,104,0,104,Yes,Monthly,12,52.6040392,0.3963515666666666,187.33333333333334,187
833,260,Newton Aycliffe,1947,Bridlington,YO15 3HB,57,62,119,Yes,136,81,217,Yes,Quarterly,4,54.08376,-0.19874,290.66666666666663,291
834,460,Avonmouth,1743,BRS-Stoke Gifford,BS34 8SP,49,70,119,Yes,0,111,111,Yes,Bi-monthly,6,51.5071618,-2.55078185,230.00,230
835,220,Runcorn,1851,BBN-Furthergate Works,BB1 1AB,64,56,120,Yes,21,29,50,Yes,Quarterly,4,42.78246786225973,-70.80718045,163.00,163
836,260,Newton Aycliffe,1663,Consett,DH8 7JZ,25,95,120,Yes,0,70,70,Yes,Quarterly,4,54.84794,-1.8269142,190.00,190
837,300,Bridgend,1886,Lydney,GL15 5RF,56,64,120,Yes,0,70,70,Yes,Bi-monthly,6,51.72661152222222,-2.529858944,190.00,190
838,310,Northfleet,599,LON-Barking,IG11 7PH,55,65,120,Yes,189,0,189,Yes,Monthly,12,51.53142,0.08483,246.00,246
839,320,Southampton,1758,AND-Walworth Business Park,SP10 5NP,39,81,120,Yes,0,81,81,Yes,Quarterly,4,51.2127045,-1.4535929,201.00,201
840,320,Southampton,2027,Billingshurst,RH14 9LY,39,81,120,Yes,26,49,75,Yes,Bi-monthly,6,51.02994305,-0.44436945,186.33333333333334,186
841,340,Doncaster,1466,Brighouse,HD6 1PE,34,86,120,Yes,0,81,81,Yes,Quarterly,4,53.70214518571428,-1.775779971,201.00,201
842,340,Doncaster,1596,LIN-Deacon Road,LN2 4JA,40,80,120,Yes,0,36,36,Yes,Bi-monthly,6,53.23932595,-0.51003355,156.00,156
843,360,Wednesbury,1146,STP-Cheadle,SK8 5NU,44,76,120,Yes,0,94,94,Yes,Quarterly,4,53.3871886,-2.18541195,214.00,214
844,430,Exeter,1328,Bridport,DT6 3DJ,73,47,120,Yes,0,40,40,Yes,Quarterly,4,50.7394991,-2.74507235,160.00,160
845,490,Motherwell,1038,Kelso,TD5 7AL,60,60,120,Yes,0,50,50,Yes,Quarterly,4,55.5990504,-2.4280407,170.00,170
846,490,Motherwell,1054,Dumfries,DG1 2DZ,50,70,120,Yes,10,55,65,Yes,Bi-monthly,6,55.0670048,-3.602125467,181.66666666666666,182
847,320,Southampton,2151,WTH-Downlands Retail Park,BN14 9FB,43,78,121,Yes,0,85,85,Yes,Quarterly,4,50.83596,-0.36497,206.00,206
848,360,Wednesbury,1652,Loughborough,LE11 5HL,36,85,121,Yes,0,133,133,Yes,Bi-monthly,6,52.77662655,-1.2176397,254.00,254
849,360,Wednesbury,1835,BIR-Mere Green,B75 5BN,54,67,121,Yes,0,71,71,Yes,Bi-monthly,6,-20.25961768,57.46610881631275,192.00,192
850,360,Wednesbury,1865,Kidsgrove,ST7 1EF,54,67,121,Yes,0,71,71,Yes,Quarterly,4,53.0889023,-2.2474152,192.00,192
851,490,Motherwell,1116,EKI-West,G74 5QD,36,85,121,Yes,0,65,65,Yes,Bi-monthly,6,55.76003346666666,-4.227873533,186.00,186
852,590,Peterborough,1680,Wymondham,NR18 0WF,69,52,121,Yes,0,100,100,Yes,Bi-monthly,6,52.57834835,1.140729,221.00,221
853,260,Newton Aycliffe,1251,Whitby,YO21 1HS,40,82,122,Yes,0,73,73,Yes,Bi-monthly,6,54.4858976,-0.6354639,195.00,195
854,260,Newton Aycliffe,1481,NEW-Walkergate,NE6 4NS,42,80,122,Yes,0,64,64,Yes,Bi-monthly,6,54.9845163,-1.5617062,186.00,186
855,260,Newton Aycliffe,1703,Bingley,BD16 2AH,41,81,122,Yes,25,53,78,Yes,Bi-monthly,6,6.227560251333151,-75.53171765,191.66666666666666,192
856,320,Southampton,1749,SOU-Banister Road,SO15 2XD,42,80,122,Yes,82,106,188,Yes,Monthly,12,50.9186473,-1.405574,282.6666666666667,283
857,360,Wednesbury,1250,Halesowen,B63 4RH,50,72,122,Yes,0,168,168,Yes,Bi-monthly,6,52.4467037,-2.0545503,290.00,290
858,460,Avonmouth,1730,Wallingford,OX10 9BS,52,70,122,Yes,185,116,301,Yes,Bi-monthly,6,51.59717135,-1.13656695,361.33333333333337,361
859,490,Motherwell,1323,STI-Weaver Row,FK7 9AS,44,78,122,Yes,0,34,34,Yes,Bi-monthly,6,56.1031,-3.94118,156.00,156
860,590,Peterborough,2016,Watton,IP25 6UP,74,48,122,Yes,51,0,51,Yes,Quarterly,4,52.5711639,0.85276785,156.00,156
861,260,Newton Aycliffe,1590,Bedlington,NE22 6BP,39,84,123,Yes,0,64,64,Yes,Quarterly,4,55.1327936,-1.5974274,187.00,187
862,260,Newton Aycliffe,1853,Barnard Castle,DL12 8TD,43,80,123,Yes,55,30,85,Yes,Quarterly,4,54.55159685,-1.908478375,189.66666666666666,190
863,320,Southampton,2044,NBY-London Road Retail Park,RG14 2BP,38,85,123,Yes,0,33,33,Yes,Quarterly,4,51.40314956666667,-1.305920867,156.00,156
864,340,Doncaster,1186,Ossett,WF5 8DA,54,69,123,Yes,0,92,92,Yes,Bi-monthly,6,53.6804601,-1.5814621,215.00,215
865,430,Exeter,1572,Penzance,TR18 4NP,98,25,123,Yes,0,134,134,Yes,Bi-monthly,6,50.1118484,-5.5431667,257.00,257
866,460,Avonmouth,46,Yate,BS37 4BA,36,87,123,Yes,0,89,89,Yes,Quarterly,4,51.5387164,-2.4144381,212.00,212
867,490,Motherwell,980,Kilsyth,G65 9JX,41,82,123,Yes,0,56,56,Yes,Bi-monthly,6,55.97668276666666,-4.060301433,179.00,179
868,250,Belvedere,1598,LON-Welling,DA16 3HF,29,95,124,Yes,36,120,156,Yes,Bi-monthly,6,51.4642984,0.1074691,268.00,268
869,360,Wednesbury,1591,BIR-Stirchley,B30 2YB,55,69,124,Yes,0,91,91,Yes,Monthly,12,52.4295,-1.9193,215.00,215
870,490,Motherwell,1649,Dumbarton,G82 1QS,44,80,124,Yes,0,129,129,Yes,Bi-monthly,6,55.9426416,-4.5657405,253.00,253
871,260,Newton Aycliffe,1988,Shipley,BD17 7DZ,54,71,125,Yes,0,120,120,Yes,Quarterly,4,53.8488,-1.7684,245.00,245
872,290,Enfield,517,LON-Edmonton,N18 2XZ,60,65,125,Yes,0,110,110,Yes,Monthly,12,51.6141591,-0.0652404,235.00,235
873,300,Bridgend,1774,Carmarthen,SA31 3FF,42,83,125,Yes,0,76,76,Yes,Quarterly,4,51.85488,-4.31286,201.00,201
874,320,Southampton,380,ESL-Coles Close,SO50 4EL,54,71,125,Yes,0,116,116,Yes,Quarterly,4,50.97113705,-1.35018185,241.00,241
875,320,Southampton,737,Blackwater,GU17 9AP,63,62,125,Yes,80,125,205,Yes,Quarterly,4,51.33055955,-0.77850395,303.33333333333337,303
876,340,Doncaster,484,DON-Sandall,DN2 5DX,40,85,125,Yes,0,83,83,Yes,Quarterly,4,53.5445067,-1.0834589,208.00,208
877,430,Exeter,1363,New Milton,BH25 6PR,63,62,125,Yes,0,60,60,Yes,Quarterly,4,50.7463405,-1.6593815,185.00,185
878,430,Exeter,1588,PLE-Waterloo Road,BH17 7LQ,103,22,125,Yes,0,105,105,Yes,Bi-monthly,6,50.7436508,-1.9839373,230.00,230
879,300,Bridgend,667,Malvern,WR14 1AG,52,74,126,Yes,0,55,55,Yes,Quarterly,4,52.1286953,-2.3114817,181.00,181
880,430,Exeter,1712,BOU-West Howe,BH11 9DU,66,60,126,Yes,0,130,130,Yes,Bi-monthly,6,34.2771651,135.5723119,256.00,256
881,490,Motherwell,1492,EDI-Slateford Road,EH14 1NZ,73,53,126,Yes,0,55,55,Yes,Bi-monthly,6,55.931225,-3.2353799,181.00,181
882,220,Runcorn,1484,Accrington,BB5 4ES,58,69,127,Yes,0,48,48,Yes,Quarterly,4,41.97185657332134,-70.89510287,175.00,175
883,250,Belvedere,615,LON-Peckham,SE15 5BA,64,63,127,Yes,140,167,307,Yes,Monthly,12,51.4724111,-0.0712593,387.33333333333337,387
884,320,Southampton,75,BRT-Arundel Road,BN2 5TB,42,85,127,Yes,0,71,71,Yes,Monthly,12,50.81714375,-0.10722195,198.00,198
885,340,Doncaster,1792,SHE-Stannington Road,S6 5FL,36,91,127,Yes,150,83,233,Yes,Bi-monthly,6,53.4000442,-1.5137663,310.00,310
886,490,Motherwell,1049,Stranraer,DG9 7BT,49,78,127,Yes,0,75,75,Yes,Quarterly,4,54.8970303,-5.0240159,202.00,202
887,590,Peterborough,831,Kings Lynn,PE30 1AS,74,53,127,Yes,50,0,50,Yes,Bi-monthly,6,52.7561623,0.4008905,160.33333333333334,160
888,600,Luton,938,COV-Brandon Road,CV3 2AN,90,37,127,Yes,0,52,52,Yes,Quarterly,4,52.3960043,-1.4366358,179.00,179
889,260,Newton Aycliffe,1934,Kendal,LA9 6EL,60,68,128,Yes,90,49,139,Yes,Quarterly,4,54.33125645,-2.7423212,237.00,237
890,300,Bridgend,1603,Haverfordwest,SA61 2HD,49,79,128,Yes,0,28,28,Yes,Quarterly,4,51.804241260000005,-4.97074592,156.00,156
891,300,Bridgend,1871,Stroud,GL5 3EY,58,70,128,Yes,0,55,55,Yes,Quarterly,4,51.7420728,-2.2384983,183.00,183
892,430,Exeter,1939,Truro,TR1 2TH,65,63,128,Yes,0,63,63,Yes,Quarterly,4,50.2597004,-5.0663915,191.00,191
893,320,Southampton,1667,Hythe,SO45 6EB,33,96,129,Yes,0,37,37,Yes,Quarterly,4,50.86686122857143,-1.39826185,166.00,166
894,460,Avonmouth,1738,CPM-Hungerdown Lane,SN14 0JW,22,107,129,Yes,69,111,180,Yes,Bi-monthly,6,51.4658201,-2.137944,286.00,286
895,260,Newton Aycliffe,1579,STK-Yarm Road,TS18 3RU,26,104,130,Yes,0,99,99,Yes,Bi-monthly,6,54.549091,-1.3325234,229.00,229
896,320,Southampton,1854,Tadley,RG26 4QH,40,90,130,Yes,0,90,90,Yes,Quarterly,4,51.3574591,-1.1447576,220.00,220
897,340,Doncaster,1600,Wombwell,S73 8DS,50,80,130,Yes,0,145,145,Yes,Quarterly,4,53.5296712,-1.4077946,275.00,275
898,460,Avonmouth,35,Warminster,BA12 9BR,42,88,130,Yes,0,190,190,Yes,Bi-monthly,6,51.20509657142858,-2.177678186,320.00,320
899,590,Peterborough,1414,Cromer,NR27 9JW,80,50,130,Yes,96,0,96,Yes,Quarterly,4,52.9265285,1.2866231666666663,194.00,194
900,590,Peterborough,1532,Bourne,PE10 0ET,80,50,130,Yes,150,0,150,Yes,Quarterly,4,52.75489686,-0.36901764,230.00,230
901,360,Wednesbury,1735,Newport,TF10 7BX,43,88,131,Yes,0,73,73,Yes,Bi-monthly,6,52.76297555,-2.36137605,204.00,204
902,260,Newton Aycliffe,1786,DUR-Dragon Lane,DH1 2YN,50,82,132,Yes,0,59,59,Yes,Quarterly,4,54.77855647999999,-1.53741788,191.00,191
903,590,Peterborough,1816,NOR-Taverham,NR8 6HT,67,66,133,Yes,174,0,174,Yes,Bi-monthly,6,52.692101,1.1907777333333334,249.00,249
904,220,Runcorn,1646,BLA-Squires Gate Lane,FY8 2FX,40,95,135,Yes,0,95,95,Yes,Bi-monthly,6,53.7777175,-3.0458106,230.00,230
905,260,Newton Aycliffe,1528,CRL-Warwick Road,CA1 2RZ,35,100,135,Yes,41,70,111,Yes,Quarterly,4,54.8949,-2.90415,232.33333333333334,232
906,300,Bridgend,1813,NPT-Cardiff Road,NP20 3BP,58,77,135,Yes,0,76,76,Yes,Quarterly,4,51.5708764,-3.013451844,211.00,211
907,320,Southampton,1555,SOU-Woolston,SO19 9DY,40,95,135,Yes,160,30,190,Yes,Monthly,12,50.8969704,-1.379527385,271.66666666666663,272
908,490,Motherwell,1058,GLA-Pollokshaws,G43 1PX,18,117,135,Yes,0,65,65,Yes,Bi-monthly,6,55.823389,-4.2942736,200.00,200
909,220,Runcorn,1401,Lytham,FY8 5AT,64,72,136,Yes,0,80,80,Yes,Quarterly,4,53.74363375,-2.9399698,216.00,216
910,220,Runcorn,2006,WIG-Woodhouse Lane,WN6 7NS,72,65,137,Yes,0,92,92,Yes,Quarterly,4,53.5454,-2.6409,229.00,229
911,320,Southampton,1674,Hayling Island,PO11 0QW,54,83,137,Yes,0,91,91,Yes,Bi-monthly,6,50.8003144,-0.9774336,228.00,228
912,340,Doncaster,1614,Mirfield,WF14 8LN,55,82,137,Yes,91,28,119,Yes,Bi-monthly,6,53.6732217,-1.6925511,225.66666666666666,226
913,430,Exeter,1748,Chard,TA20 2LW,76,61,137,Yes,20,50,70,Yes,Bi-monthly,6,50.8740984,-2.9542064,200.33333333333334,200
914,430,Exeter,1959,Wellington,TA21 9HN,67,70,137,Yes,60,41,101,Yes,Bi-monthly,6,50.98680695,-3.2171874,218.00,218
915,430,Exeter,1981,West Parley,BH22 8EB,75,62,137,Yes,48,54,102,Yes,Quarterly,4,50.78064312,-1.88218386,223.00,223
916,490,Motherwell,1435,GLA-Rutherglen,G73 3BA,52,86,138,Yes,0,48,48,Yes,Bi-monthly,6,55.8273332,-4.1950325,186.00,186
917,250,Belvedere,843,Leatherhead,KT22 7AX,90,49,139,Yes,56,54,110,Yes,Bi-monthly,6,51.29545946666667,-0.3305112,230.33333333333334,230
918,220,Runcorn,812,Northwich,CW9 5JF,80,60,140,Yes,0,80,80,Yes,Quarterly,4,53.26127258,-2.506329475,220.00,220
919,260,Newton Aycliffe,1940,Preston Grange,NE29 9QS,35,105,140,Yes,87,20,107,Yes,Quarterly,4,55.0274503,-1.4641713,218.00,218
920,290,Enfield,1022,LON-Walthamstow,E17 7AD,40,100,140,Yes,25,40,65,Yes,Monthly,12,51.58200589,-0.032619563,196.66666666666666,197
921,360,Wednesbury,1772,Lichfield-Eastern Avenue,WS13 6RL,47,93,140,Yes,0,44,44,Yes,Quarterly,4,52.69093,-1.81128,184.00,184
922,430,Exeter,1830,Portland,DT5 1SA,78,62,140,Yes,56,24,80,Yes,Bi-monthly,6,50.5707476,-2.4560961,201.33333333333334,201
923,430,Exeter,1858,Verwood,BH31 7AJ,67,73,140,Yes,0,71,71,Yes,Quarterly,4,50.87921265,-1.8683678,211.00,211
924,490,Motherwell,1021,INV-Telford,IV3 5LU,85,55,140,Yes,0,92,92,Yes,Bi-monthly,6,57.48121366666666,-4.245270267,232.00,232
925,300,Bridgend,1290,BRI-Tondu,CF32 9DF,58,84,142,Yes,0,43,43,Yes,Quarterly,4,51.55024,-3.59607,185.00,185
926,340,Doncaster,1880,Selby,YO8 8SQ,86,56,142,Yes,0,74,74,Yes,Bi-monthly,6,53.7674364,-1.0621345,216.00,216
927,460,Avonmouth,79,Trowbridge,BA14 8QU,51,91,142,Yes,0,52,52,Yes,Quarterly,4,51.3298586,-2.2055029,194.00,194
928,460,Avonmouth,1684,Westbury,BA13 3XW,28,114,142,Yes,0,166,166,Yes,Bi-monthly,6,51.2661943,-2.1798064,308.00,308
929,490,Motherwell,2017,EDI-Corstorphine,EH12 8HW,60,82,142,Yes,0,100,100,Yes,Bi-monthly,6,55.94204868,-3.295948206,242.00,242
930,490,Motherwell,1569,Greenock,PA15 1EG,22,121,143,Yes,0,117,117,Yes,Quarterly,4,55.94877465,-4.75471775,260.00,260
931,300,Bridgend,441,Chepstow,NP16 5JW,55,89,144,Yes,0,36,36,Yes,Quarterly,4,51.63176542,-2.67464398,180.00,180
932,430,Exeter,1272,YEO-Lyde Road,BA21 5DW,75,69,144,Yes,0,86,86,Yes,Quarterly,4,50.9471887,-2.611296975,230.00,230
933,460,Avonmouth,1187,Street,BA16 0HW,61,83,144,Yes,0,80,80,Yes,Quarterly,4,51.12578726666667,-2.755028,224.00,224
934,460,Avonmouth,1931,CPM-Pewsham Way,SN15 3JG,64,81,145,Yes,0,205,205,Yes,Quarterly,4,51.4524,-2.11125,350.00,350
935,260,Newton Aycliffe,1819,YRK-James Street,YO10 3WW,68,78,146,Yes,92,47,139,Yes,Bi-monthly,6,53.95637157692308,-1.067892054,254.33333333333334,254
936,430,Exeter,971,TOR-Newton Road,TQ2 7AJ,91,55,146,Yes,0,64,64,Yes,Bi-monthly,6,50.48444513333333,-3.552334767,210.00,210
937,460,Avonmouth,199,Clevedon,BS21 6HB,42,104,146,Yes,0,78,78,Yes,Bi-monthly,6,51.43370165714286,-2.854600314,224.00,224
938,460,Avonmouth,410,BRS-Brislington,BS4 5NG,41,106,147,Yes,0,61,61,Yes,Quarterly,4,51.42994508,-2.54419016,208.00,208
939,460,Avonmouth,1062,BTH-Bath,BA2 3FX,73,74,147,Yes,51,148,199,Yes,Monthly,12,51.38112,-2.38759,329.00,329
940,320,Southampton,1669,Whiteley,PO15 7FU,61,88,149,Yes,3,73,76,Yes,Bi-monthly,6,50.87818,-1.25099,224.00,224
941,460,Avonmouth,1826,Bishops Cleeve,GL52 8NF,40,110,150,Yes,95,0,95,Yes,Quarterly,4,51.9481042,-2.06238235,213.33333333333331,213
942,300,Bridgend,1822,Coleford,GL16 8SH,70,83,153,Yes,0,48,48,Yes,Bi-monthly,6,51.7930043,-2.6154251,201.00,201
943,430,Exeter,1638,Blandford Forum,DT11 7FP,122,32,154,Yes,7,75,82,Yes,Bi-monthly,6,50.87123,-2.15632,233.66666666666666,234
944,430,Exeter,1795,Tiverton,EX16 4JX,124,30,154,Yes,69,47,116,Yes,Quarterly,4,50.90576,-3.47971,247.00,247
945,300,Bridgend,1203,BRI-Retail Park,CF31 3LG,87,68,155,Yes,0,39,39,Yes,Quarterly,4,51.49431,-3.58337,194.00,194
946,430,Exeter,1456,PLY-Plympton,PL7 4NF,110,45,155,Yes,0,134,134,Yes,Bi-monthly,6,50.38972273333333,-4.069966333,289.00,289
947,460,Avonmouth,872,Devizes,SN10 2SD,25,131,156,Yes,0,128,128,Yes,Quarterly,4,51.3645029,-1.97098485,284.00,284
948,590,Peterborough,1728,SPD-Holbeach Rd,PE11 2HU,98,58,156,Yes,78,0,78,Yes,Bi-monthly,6,52.79754,-0.13317,208.00,208
949,300,Bridgend,1204,Monmouth,NP25 3LY,105,52,157,Yes,0,53,53,Yes,Quarterly,4,51.81001953333333,-2.706404667,210.00,210
950,490,Motherwell,1498,Hamilton,ML3 6BJ,62,95,157,Yes,0,40,40,Yes,Quarterly,4,55.7789,-4.03687,197.00,197
951,430,Exeter,1540,YEO-West Hendford,BA20 2AJ,83,75,158,Yes,0,142,142,Yes,Bi-monthly,6,50.9401,-2.6396,300.00,300
952,250,Belvedere,1789,LON-Caterham,CR3 6PD,75,85,160,Yes,0,75,75,Yes,Monthly,12,51.2845096,-0.0792009,235.00,235
953,310,Northfleet,1138,LON-Dagenham,RM8 2DB,100,60,160,Yes,120,0,120,Yes,Monthly,12,51.5520754,0.1134601,240.00,240
954,430,Exeter,1860,EXE-Pinhoe,EX4 8JQ,80,80,160,Yes,0,60,60,Yes,Bi-monthly,6,50.7374,-3.5362,220.00,220
955,460,Avonmouth,1997,CHT-Cirencester Road,GL53 8EW,60,100,160,Yes,0,81,81,Yes,Quarterly,4,51.8758933,-2.0533961,241.00,241
956,260,Newton Aycliffe,1551,SUN-Grangetown,SR2 9ST,60,102,162,Yes,0,99,99,Yes,Quarterly,4,41.3539753,69.19490644999999,261.00,261
957,460,Avonmouth,1542,WSM-Winterstoke Road,BS24 9AA,62,101,163,Yes,108,73,181,Yes,Bi-monthly,6,51.33126873,-2.956104275,308.00,308
958,590,Peterborough,1678,Clacton,CO16 9FY,86,81,167,Yes,103,0,103,Yes,Quarterly,4,51.8118741,1.1438786,235.66666666666666,236
959,290,Enfield,319,LON-Hackney,E9 7QX,90,85,175,Yes,0,150,150,Yes,Monthly,12,51.5402701,-0.054659525,325.00,325
